stop_id,stop_name,route_id,sequence,latitude,longitude
S-000963,Stop 00963,R-0061,3,23.013543,72.757074
S-000964,Stop 00964,R-0061,4,23.012757,72.754933
S-000965,Stop 00965,R-0061,5,23.007788,72.755381
S-000966,Stop 00966,R-0061,6,23.005638,72.756834
S-000967,Stop 00967,R-0061,7,23.000119,72.758738
S-000968,Stop 00968,R-0061,8,22.989672,72.760399
S-000969,Stop 00969,R-0061,9,22.986118,72.763109
S-000970,Stop 00970,R-0061,10,22.982361,72.768119
S-000971,Stop 00971,R-0061,11,22.977348,72.771698
S-000972,Stop 00972,R-0061,12,22.973885,72.766833
S-000973,Stop 00973,R-0061,13,22.971495,72.770292
S-000974,Stop 00974,R-0061,14,22.971462,72.773297
S-000975,Stop 00975,R-0061,15,22.957758,72.778483
S-000976,Stop 00976,R-0061,16,22.9624,72.781894
S-000977,Stop 00977,R-0062,1,22.898154,72.796287
S-000978,Stop 00978,R-0062,2,22.912205,72.790906
S-000979,Stop 00979,R-0062,3,22.918526,72.774513
S-000980,Stop 00980,R-0062,4,22.93025,72.770125
S-000981,Stop 00981,R-0062,5,22.941323,72.753165
S-000982,Stop 00982,R-0062,6,22.949786,72.738553
S-000983,Stop 00983,R-0062,7,22.959608,72.727996
S-000984,Stop 00984,R-0062,8,22.977654,72.716501
S-000985,Stop 00985,R-0062,9,22.987449,72.702608
S-000986,Stop 00986,R-0062,10,22.99807,72.690401
S-000987,Stop 00987,R-0062,11,23.009433,72.68486
S-000988,Stop 00988,R-0062,12,23.013044,72.670086
S-000989,Stop 00989,R-0062,13,23.026141,72.661013
S-000990,Stop 00990,R-0062,14,23.040973,72.644008
S-000991,Stop 00991,R-0062,15,23.050763,72.633191
S-000992,Stop 00992,R-0062,16,23.057046,72.62927
S-000993,Stop 00993,R-0062,17,23.066182,72.611788
S-000994,Stop 00994,R-0062,18,23.082395,72.604214
S-000995,Stop 00995,R-0062,19,23.090802,72.592468
S-000996,Stop 00996,R-0062,20,23.095869,72.579745
S-000997,Stop 00997,R-0062,21,23.10575,72.570492
S-000998,Stop 00998,R-0062,22,23.117183,72.553511
S-000999,Stop 00999,R-0062,23,23.131922,72.545658
S-001000,Stop 01000,R-0063,1,23.0522,72.518885
S-001001,Stop 01001,R-0063,2,23.050134,72.530577
S-001002,Stop 01002,R-0063,3,23.049553,72.553877
S-001003,Stop 01003,R-0063,4,23.048603,72.562
S-001004,Stop 01004,R-0063,5,23.044233,72.577026
S-001005,Stop 01005,R-0063,6,23.035303,72.591558
S-001006,Stop 01006,R-0063,7,23.029967,72.609443
S-001007,Stop 01007,R-0063,8,23.030557,72.628282
S-001008,Stop 01008,R-0063,9,23.027347,72.642472
S-001009,Stop 01009,R-0063,10,23.021482,72.661687
S-001010,Stop 01010,R-0063,11,23.018691,72.670493
S-001011,Stop 01011,R-0063,12,23.013384,72.689318
S-001012,Stop 01012,R-0063,13,23.005266,72.704132
S-001013,Stop 01013,R-0063,14,23.00296,72.716174
S-001014,Stop 01014,R-0063,15,23.003398,72.731768
S-001015,Stop 01015,R-0063,16,23.001186,72.748705
S-001016,Stop 01016,R-0063,17,22.998834,72.758869
S-001017,Stop 01017,R-0063,18,22.991551,72.775095
S-001018,Stop 01018,R-0063,19,22.989766,72.797247
S-001019,Stop 01019,R-0063,20,22.986132,72.804679
S-001020,Stop 01020,R-0063,21,22.978515,72.821542
S-001021,Stop 01021,R-0063,22,22.97946,72.834839
S-001022,Stop 01022,R-0064,1,23.196873,72.736967
S-001023,Stop 01023,R-0064,2,23.198728,72.742426
S-001024,Stop 01024,R-0064,3,23.194188,72.755824
S-001025,Stop 01025,R-0064,4,23.189815,72.763535
S-001026,Stop 01026,R-0064,5,23.191284,72.776813
S-001027,Stop 01027,R-0064,6,23.194765,72.77564
S-001028,Stop 01028,R-0064,7,23.190536,72.784277
S-001029,Stop 01029,R-0064,8,23.191181,72.800635
S-001030,Stop 01030,R-0064,9,23.192797,72.810464
S-001031,Stop 01031,R-0064,10,23.190443,72.818189
S-001032,Stop 01032,R-0064,11,23.18888,72.824291
S-001033,Stop 01033,R-0064,12,23.187008,72.829609
S-001034,Stop 01034,R-0064,13,23.189887,72.842823
S-001035,Stop 01035,R-0064,14,23.189266,72.846433
S-001036,Stop 01036,R-0064,15,23.187686,72.85757
S-001037,Stop 01037,R-0065,1,23.15133,72.715289
S-001038,Stop 01038,R-0065,2,23.152875,72.720717
S-001039,Stop 01039,R-0065,3,23.149806,72.731149
S-001040,Stop 01040,R-0065,4,23.157147,72.730121
S-001041,Stop 01041,R-0065,5,23.153833,72.738573
S-001042,Stop 01042,R-0065,6,23.150182,72.737544
S-001043,Stop 01043,R-0065,7,23.152239,72.747422
S-001044,Stop 01044,R-0065,8,23.159161,72.745674
S-001045,Stop 01045,R-0065,9,23.159164,72.75083
S-001046,Stop 01046,R-0065,10,23.163469,72.757234
S-001047,Stop 01047,R-0065,11,23.159848,72.76547
S-001048,Stop 01048,R-0065,12,23.163556,72.763085
S-001049,Stop 01049,R-0065,13,23.161643,72.775624
S-001050,Stop 01050,R-0065,14,23.166984,72.776596
S-001051,Stop 01051,R-0065,15,23.167441,72.779564
S-001052,Stop 01052,R-0065,16,23.167415,72.788972
S-001053,Stop 01053,R-0065,17,23.163287,72.788749
S-001054,Stop 01054,R-0065,18,23.168355,72.788597
S-001055,Stop 01055,R-0065,19,23.173515,72.80085
S-001056,Stop 01056,R-0066,1,23.095542,72.809136
S-001057,Stop 01057,R-0066,2,23.093813,72.805715
S-001058,Stop 01058,R-0066,3,23.084861,72.804421
S-001059,Stop 01059,R-0066,4,23.082573,72.800315
S-001060,Stop 01060,R-0066,5,23.086013,72.79443
S-001061,Stop 01061,R-0066,6,23.087178,72.792869
S-001062,Stop 01062,R-0066,7,23.082868,72.793079
S-001063,Stop 01063,R-0066,8,23.077673,72.787605
S-001064,Stop 01064,R-0066,9,23.077033,72.784039
S-001065,Stop 01065,R-0066,10,23.080065,72.779951
S-001066,Stop 01066,R-0066,11,23.076456,72.784905
S-001067,Stop 01067,R-0066,12,23.073967,72.781943
S-001068,Stop 01068,R-0066,13,23.072735,72.774123
S-001069,Stop 01069,R-0066,14,23.073039,72.773991
S-001070,Stop 01070,R-0066,15,23.066257,72.768024
S-001071,Stop 01071,R-0066,16,23.069641,72.770264
S-001072,Stop 01072,R-0066,17,23.070122,72.762196
S-001073,Stop 01073,R-0066,18,23.066428,72.768093
S-001074,Stop 01074,R-0066,19,23.059515,72.761238
S-001075,Stop 01075,R-0066,20,23.062519,72.760388
S-001076,Stop 01076,R-0066,21,23.062171,72.756379
S-001077,Stop 01077,R-0066,22,23.058805,72.757654
S-001078,Stop 01078,R-0066,23,23.058491,72.752441
S-001079,Stop 01079,R-0067,1,22.979374,72.631357
S-001080,Stop 01080,R-0067,2,22.987954,72.625089
S-001081,Stop 01081,R-0067,3,22.983479,72.618293
S-001082,Stop 01082,R-0067,4,22.993284,72.615816
S-001083,Stop 01083,R-0067,5,22.997439,72.612404
S-001084,Stop 01084,R-0067,6,22.996158,72.610278
S-001085,Stop 01085,R-0067,7,23.005042,72.611656
S-001086,Stop 01086,R-0067,8,23.002955,72.609264
S-001087,Stop 01087,R-0067,9,23.003682,72.606846
S-001088,Stop 01088,R-0067,10,23.007739,72.604364
S-001089,Stop 01089,R-0067,11,23.017465,72.60131
S-001090,Stop 01090,R-0067,12,23.020849,72.595252
S-001091,Stop 01091,R-0067,13,23.019156,72.59446
S-001092,Stop 01092,R-0067,14,23.028124,72.586471
S-001093,Stop 01093,R-0067,15,23.030136,72.589837
S-001094,Stop 01094,R-0067,16,23.030722,72.587117
S-001095,Stop 01095,R-0067,17,23.039961,72.577655
S-001096,Stop 01096,R-0067,18,23.039079,72.571635
S-001097,Stop 01097,R-0067,19,23.039427,72.574689
S-001098,Stop 01098,R-0067,20,23.048078,72.574162
S-001099,Stop 01099,R-0067,21,23.051924,72.571554
S-001100,Stop 01100,R-0067,22,23.054026,72.565893
S-001101,Stop 01101,R-0067,23,23.057886,72.561861
S-001102,Stop 01102,R-0067,24,23.059724,72.561134
S-001103,Stop 01103,R-0067,25,23.066689,72.553292
S-001104,Stop 01104,R-0068,1,22.924104,72.658785
S-001105,Stop 01105,R-0068,2,22.935853,72.665663
S-001106,Stop 01106,R-0068,3,22.939382,72.658991
S-001107,Stop 01107,R-0068,4,22.952939,72.6615
S-001108,Stop 01108,R-0068,5,22.963716,72.66759
S-001109,Stop 01109,R-0068,6,22.974123,72.664066
S-001110,Stop 01110,R-0068,7,22.995401,72.660074
S-001111,Stop 01111,R-0068,8,23.007272,72.665916
S-001112,Stop 01112,R-0068,9,23.017682,72.666474
S-001113,Stop 01113,R-0068,10,23.030336,72.663504
S-001114,Stop 01114,R-0068,11,23.041763,72.666267
S-001115,Stop 01115,R-0068,12,23.046552,72.668114
S-001116,Stop 01116,R-0068,13,23.063037,72.67088
S-001117,Stop 01117,R-0069,1,23.070906,72.77826
S-001118,Stop 01118,R-0069,2,23.07794,72.779798
S-001119,Stop 01119,R-0069,3,23.078256,72.777858
S-001120,Stop 01120,R-0069,4,23.083027,72.780184
S-001121,Stop 01121,R-0069,5,23.088057,72.780268
S-001122,Stop 01122,R-0069,6,23.095532,72.784607
S-001123,Stop 01123,R-0069,7,23.101528,72.788758
S-001124,Stop 01124,R-0069,8,23.10493,72.781828
S-001125,Stop 01125,R-0069,9,23.105364,72.787415
S-001126,Stop 01126,R-0069,10,23.111276,72.790314
S-001127,Stop 01127,R-0069,11,23.111999,72.794984
S-001128,Stop 01128,R-0069,12,23.116169,72.789824
S-001129,Stop 01129,R-0069,13,23.122059,72.797283
S-001130,Stop 01130,R-0069,14,23.120315,72.794454
S-001131,Stop 01131,R-0069,15,23.122841,72.799383
S-001132,Stop 01132,R-0069,16,23.13179,72.795238
S-001133,Stop 01133,R-0069,17,23.135154,72.797163
S-001134,Stop 01134,R-0069,18,23.13112,72.802909
S-001135,Stop 01135,R-0069,19,23.136163,72.800284
S-001136,Stop 01136,R-0069,20,23.147277,72.798037
S-001137,Stop 01137,R-0069,21,23.150914,72.802962
S-001138,Stop 01138,R-0069,22,23.144981,72.799455
S-001139,Stop 01139,R-0069,23,23.155167,72.807755
S-001140,Stop 01140,R-0069,24,23.16067,72.80548
S-001141,Stop 01141,R-0070,1,23.123099,72.844666
S-001142,Stop 01142,R-0070,2,23.135828,72.826416
S-001143,Stop 01143,R-0070,3,23.137393,72.809793
S-001144,Stop 01144,R-0070,4,23.13976,72.791108
S-001145,Stop 01145,R-0070,5,23.145275,72.77404
S-001146,Stop 01146,R-0070,6,23.151415,72.750226
S-001147,Stop 01147,R-0070,7,23.158815,72.734636
S-001148,Stop 01148,R-0070,8,23.163738,72.722956
S-001149,Stop 01149,R-0070,9,23.178142,72.701439
S-001150,Stop 01150,R-0070,10,23.179542,72.68403
S-001151,Stop 01151,R-0070,11,23.184193,72.666504
S-001152,Stop 01152,R-0071,1,22.96651,72.589183
S-001153,Stop 01153,R-0071,2,22.973804,72.582713
S-001154,Stop 01154,R-0071,3,22.979936,72.574546
S-001155,Stop 01155,R-0071,4,22.981265,72.569202
S-001156,Stop 01156,R-0071,5,22.988059,72.560174
S-001157,Stop 01157,R-0071,6,22.99647,72.545555
S-001158,Stop 01158,R-0071,7,23.007568,72.54145
S-001159,Stop 01159,R-0071,8,23.010325,72.536065
S-001160,Stop 01160,R-0071,9,23.017573,72.527176
S-001161,Stop 01161,R-0071,10,23.020656,72.518136
S-001162,Stop 01162,R-0071,11,23.033726,72.512067
S-001163,Stop 01163,R-0072,1,22.947494,72.690826
S-001164,Stop 01164,R-0072,2,22.953146,72.696259
S-001165,Stop 01165,R-0072,3,22.948951,72.702793
S-001166,Stop 01166,R-0072,4,22.941563,72.707598
S-001167,Stop 01167,R-0072,5,22.941845,72.7049
S-001168,Stop 01168,R-0072,6,22.945138,72.714055
S-001169,Stop 01169,R-0072,7,22.943866,72.716597
S-001170,Stop 01170,R-0072,8,22.93947,72.728791
S-001171,Stop 01171,R-0072,9,22.943609,72.729126
S-001172,Stop 01172,R-0072,10,22.944385,72.741154
S-001173,Stop 01173,R-0072,11,22.935733,72.740111
S-001174,Stop 01174,R-0072,12,22.939457,72.74643
S-001175,Stop 01175,R-0073,1,22.904945,72.760097
S-001176,Stop 01176,R-0073,2,22.914911,72.753372
S-001177,Stop 01177,R-0073,3,22.91897,72.747559
S-001178,Stop 01178,R-0073,4,22.917517,72.73587
S-001179,Stop 01179,R-0073,5,22.919069,72.723805
S-001180,Stop 01180,R-0073,6,22.920403,72.723145
S-001181,Stop 01181,R-0073,7,22.92755,72.711956
S-001182,Stop 01182,R-0073,8,22.927218,72.70796
S-001183,Stop 01183,R-0073,9,22.930195,72.700358
S-001184,Stop 01184,R-0073,10,22.941453,72.690099
S-001185,Stop 01185,R-0073,11,22.940216,72.685842
S-001186,Stop 01186,R-0074,1,22.999989,72.801016
S-001187,Stop 01187,R-0074,2,22.999703,72.807338
S-001188,Stop 01188,R-0074,3,23.004601,72.800717
S-001189,Stop 01189,R-0074,4,22.999127,72.806657
S-001190,Stop 01190,R-0074,5,23.004097,72.804978
S-001191,Stop 01191,R-0074,6,23.000722,72.801934
S-001192,Stop 01192,R-0074,7,23.005731,72.801425
S-001193,Stop 01193,R-0074,8,23.004715,72.802332
S-001194,Stop 01194,R-0074,9,23.008644,72.802518
S-001195,Stop 01195,R-0074,10,23.002965,72.803873
S-001196,Stop 01196,R-0074,11,23.003676,72.799993
S-001197,Stop 01197,R-0074,12,23.012101,72.805869
S-001198,Stop 01198,R-0074,13,23.006781,72.804061
S-001199,Stop 01199,R-0074,14,23.012063,72.80377
S-001200,Stop 01200,R-0074,15,23.015699,72.804761
S-001201,Stop 01201,R-0074,16,23.014074,72.804161
S-001202,Stop 01202,R-0074,17,23.014527,72.803496
S-001203,Stop 01203,R-0075,1,22.909878,72.716284
S-001204,Stop 01204,R-0075,2,22.928877,72.714926
S-001205,Stop 01205,R-0075,3,22.950791,72.706861
S-001206,Stop 01206,R-0075,4,22.972356,72.695512
S-001207,Stop 01207,R-0075,5,22.999046,72.694782
S-001208,Stop 01208,R-0075,6,23.016862,72.686267
S-001209,Stop 01209,R-0075,7,23.041684,72.679759
S-001210,Stop 01210,R-0075,8,23.064229,72.676588
S-001211,Stop 01211,R-0075,9,23.090315,72.672197
S-001212,Stop 01212,R-0075,10,23.110603,72.659961
S-001213,Stop 01213,R-0075,11,23.132231,72.656935
S-001214,Stop 01214,R-0075,12,23.151509,72.65613
S-001215,Stop 01215,R-0075,13,23.178939,72.650491
S-001216,Stop 01216,R-0075,14,23.202331,72.639819
S-001217,Stop 01217,R-0076,1,23.121674,72.88246
S-001218,Stop 01218,R-0076,2,23.11434,72.856839
S-001219,Stop 01219,R-0076,3,23.105114,72.840232
S-001220,Stop 01220,R-0076,4,23.098705,72.820811
S-001221,Stop 01221,R-0076,5,23.088159,72.801426
S-001222,Stop 01222,R-0076,6,23.083846,72.771996
S-001223,Stop 01223,R-0076,7,23.072268,72.75198
S-001224,Stop 01224,R-0076,8,23.066219,72.736633
S-001225,Stop 01225,R-0076,9,23.050022,72.717067
S-001226,Stop 01226,R-0076,10,23.043825,72.6947
S-001227,Stop 01227,R-0076,11,23.032558,72.672134
S-001228,Stop 01228,R-0076,12,23.02542,72.656682
S-001229,Stop 01229,R-0076,13,23.011074,72.629566
S-001230,Stop 01230,R-0076,14,23.010774,72.608629
S-001231,Stop 01231,R-0076,15,22.995858,72.593923
S-001232,Stop 01232,R-0076,16,22.986002,72.573027
S-001233,Stop 01233,R-0076,17,22.982175,72.544517
S-001234,Stop 01234,R-0076,18,22.972876,72.528201
S-001235,Stop 01235,R-0076,19,22.957108,72.508297
S-001236,Stop 01236,R-0077,1,23.066306,72.584055
S-001237,Stop 01237,R-0077,2,23.070523,72.603997
S-001238,Stop 01238,R-0077,3,23.070794,72.613766
S-001239,Stop 01239,R-0077,4,23.080432,72.633303
S-001240,Stop 01240,R-0077,5,23.079846,72.645527
S-001241,Stop 01241,R-0077,6,23.079847,72.656989
S-001242,Stop 01242,R-0077,7,23.088784,72.67024
S-001243,Stop 01243,R-0077,8,23.083592,72.690388
S-001244,Stop 01244,R-0077,9,23.087481,72.705587
S-001245,Stop 01245,R-0077,10,23.088972,72.719652
S-001246,Stop 01246,R-0077,11,23.091849,72.731151
S-001247,Stop 01247,R-0077,12,23.0958,72.752789
S-001248,Stop 01248,R-0077,13,23.102703,72.76348
S-001249,Stop 01249,R-0077,14,23.099605,72.779678
S-001250,Stop 01250,R-0077,15,23.108747,72.789955
S-001251,Stop 01251,R-0077,16,23.105696,72.806251
S-001252,Stop 01252,R-0078,1,22.938033,72.824426
S-001253,Stop 01253,R-0078,2,22.949257,72.815797
S-001254,Stop 01254,R-0078,3,22.960493,72.805063
S-001255,Stop 01255,R-0078,4,22.965959,72.790524
S-001256,Stop 01256,R-0078,5,22.978379,72.778238
S-001257,Stop 01257,R-0078,6,22.990754,72.7626
S-001258,Stop 01258,R-0078,7,23.004827,72.747432
S-001259,Stop 01259,R-0078,8,23.014369,72.733289
S-001260,Stop 01260,R-0078,9,23.024131,72.727868
S-001261,Stop 01261,R-0078,10,23.038745,72.710539
S-001262,Stop 01262,R-0078,11,23.04679,72.694373
S-001263,Stop 01263,R-0078,12,23.061647,72.686627
S-001264,Stop 01264,R-0078,13,23.068872,72.675387
S-001265,Stop 01265,R-0078,14,23.085108,72.655793
S-001266,Stop 01266,R-0078,15,23.096491,72.64299
S-001267,Stop 01267,R-0078,16,23.109297,72.637031
S-001268,Stop 01268,R-0078,17,23.123825,72.623573
S-001269,Stop 01269,R-0078,18,23.132941,72.608114
S-001270,Stop 01270,R-0078,19,23.141746,72.590397
S-001271,Stop 01271,R-0078,20,23.154934,72.579327
S-001272,Stop 01272,R-0078,21,23.169252,72.571996
S-001273,Stop 01273,R-0078,22,23.176635,72.55706
S-001274,Stop 01274,R-0078,23,23.19183,72.545854
S-001275,Stop 01275,R-0079,1,23.186707,72.656207
S-001276,Stop 01276,R-0079,2,23.182816,72.649937
S-001277,Stop 01277,R-0079,3,23.168701,72.633992
S-001278,Stop 01278,R-0079,4,23.166005,72.617761
S-001279,Stop 01279,R-0079,5,23.153327,72.609793
S-001280,Stop 01280,R-0079,6,23.146049,72.594756
S-001281,Stop 01281,R-0079,7,23.143881,72.580454
S-001282,Stop 01282,R-0079,8,23.133443,72.571921
S-001283,Stop 01283,R-0079,9,23.128182,72.552117
S-001284,Stop 01284,R-0079,10,23.12106,72.544079
S-001285,Stop 01285,R-0079,11,23.112117,72.53076
S-001286,Stop 01286,R-0080,1,23.132863,72.845035
S-001287,Stop 01287,R-0080,2,23.127851,72.820949
S-001288,Stop 01288,R-0080,3,23.126529,72.808282
S-001289,Stop 01289,R-0080,4,23.119928,72.792092
S-001290,Stop 01290,R-0080,5,23.12011,72.780181
S-001291,Stop 01291,R-0080,6,23.118181,72.761833
S-001292,Stop 01292,R-0080,7,23.113518,72.739266
S-001293,Stop 01293,R-0080,8,23.115307,72.722871
S-001294,Stop 01294,R-0080,9,23.106099,72.713306
S-001295,Stop 01295,R-0080,10,23.110426,72.690272
S-001296,Stop 01296,R-0080,11,23.103149,72.680925
S-001297,Stop 01297,R-0080,12,23.103206,72.662999
S-001298,Stop 01298,R-0080,13,23.099176,72.641174
S-001299,Stop 01299,R-0080,14,23.093353,72.630807
S-001300,Stop 01300,R-0080,15,23.094638,72.616476
S-001301,Stop 01301,R-0080,16,23.088443,72.59804
S-001302,Stop 01302,R-0080,17,23.08174,72.578463
S-001303,Stop 01303,R-0080,18,23.081699,72.565718
S-001304,Stop 01304,R-0080,19,23.082368,72.552729
S-001305,Stop 01305,R-0081,1,23.029653,72.648438
S-001306,Stop 01306,R-0081,2,23.031854,72.648585
S-001307,Stop 01307,R-0081,3,23.03542,72.650195
S-001308,Stop 01308,R-0081,4,23.033591,72.645765
S-001309,Stop 01309,R-0081,5,23.03043,72.647326
S-001310,Stop 01310,R-0081,6,23.037677,72.643
S-001311,Stop 01311,R-0081,7,23.031199,72.645517
S-001312,Stop 01312,R-0081,8,23.037246,72.641221
S-001313,Stop 01313,R-0081,9,23.035008,72.638647
S-001314,Stop 01314,R-0081,10,23.036931,72.637672
S-001315,Stop 01315,R-0081,11,23.037337,72.647019
S-001316,Stop 01316,R-0081,12,23.044785,72.639965
S-001317,Stop 01317,R-0081,13,23.042164,72.641677
S-001318,Stop 01318,R-0081,14,23.044615,72.642567
S-001319,Stop 01319,R-0081,15,23.041349,72.635482
S-001320,Stop 01320,R-0081,16,23.044733,72.64226
S-001321,Stop 01321,R-0081,17,23.052263,72.636826
S-001322,Stop 01322,R-0081,18,23.053971,72.635492
S-001323,Stop 01323,R-0081,19,23.051627,72.634055
S-001324,Stop 01324,R-0081,20,23.056085,72.637241
S-001325,Stop 01325,R-0082,1,23.184986,72.754296
S-001326,Stop 01326,R-0082,2,23.186181,72.756178
S-001327,Stop 01327,R-0082,3,23.181352,72.754229
S-001328,Stop 01328,R-0082,4,23.180444,72.757549
S-001329,Stop 01329,R-0082,5,23.178049,72.764818
S-001330,Stop 01330,R-0082,6,23.172529,72.763225
S-001331,Stop 01331,R-0082,7,23.171157,72.765546
S-001332,Stop 01332,R-0082,8,23.167178,72.766019
S-001333,Stop 01333,R-0082,9,23.169859,72.771351
S-001334,Stop 01334,R-0082,10,23.168427,72.775068
S-001335,Stop 01335,R-0082,11,23.16164,72.770938
S-001336,Stop 01336,R-0082,12,23.158005,72.778159
S-001337,Stop 01337,R-0082,13,23.153741,72.779197
S-001338,Stop 01338,R-0082,14,23.156897,72.778222
S-001339,Stop 01339,R-0082,15,23.149785,72.781367
S-001340,Stop 01340,R-0082,16,23.15062,72.780556
S-001341,Stop 01341,R-0083,1,22.976955,72.825017
S-001342,Stop 01342,R-0083,2,22.989262,72.810923
S-001343,Stop 01343,R-0083,3,22.995392,72.80681
S-001344,Stop 01344,R-0083,4,22.99464,72.80287
S-001345,Stop 01345,R-0083,5,22.998823,72.795281
S-001346,Stop 01346,R-0083,6,23.00799,72.786791
S-001347,Stop 01347,R-0083,7,23.011175,72.771571
S-001348,Stop 01348,R-0083,8,23.018566,72.770184
S-001349,Stop 01349,R-0083,9,23.018306,72.755367
S-001350,Stop 01350,R-0083,10,23.023762,72.751408
S-001351,Stop 01351,R-0083,11,23.027852,72.738171
S-001352,Stop 01352,R-0083,12,23.04052,72.735745
S-001353,Stop 01353,R-0083,13,23.042979,72.727008
S-001354,Stop 01354,R-0083,14,23.049014,72.718166
S-001355,Stop 01355,R-0083,15,23.046821,72.709457
S-001356,Stop 01356,R-0083,16,23.057632,72.70144
S-001357,Stop 01357,R-0083,17,23.066306,72.697369
S-001358,Stop 01358,R-0084,1,23.155422,72.837136
S-001359,Stop 01359,R-0084,2,23.144373,72.831452
S-001360,Stop 01360,R-0084,3,23.122133,72.835773
S-001361,Stop 01361,R-0084,4,23.105152,72.839357
S-001362,Stop 01362,R-0084,5,23.094093,72.838129
S-001363,Stop 01363,R-0084,6,23.079034,72.838016
S-001364,Stop 01364,R-0084,7,23.065571,72.837184
S-001365,Stop 01365,R-0084,8,23.053172,72.843776
S-001366,Stop 01366,R-0084,9,23.032707,72.845043
S-001367,Stop 01367,R-0084,10,23.012923,72.841616
S-001368,Stop 01368,R-0084,11,23.003314,72.84412
S-001369,Stop 01369,R-0084,12,22.988331,72.84482
S-001370,Stop 01370,R-0084,13,22.972388,72.845951
S-001371,Stop 01371,R-0084,14,22.956314,72.851068
S-001372,Stop 01372,R-0084,15,22.939959,72.851282
S-001373,Stop 01373,R-0084,16,22.923104,72.854659
S-001374,Stop 01374,R-0085,1,23.012348,72.510486
S-001375,Stop 01375,R-0085,2,23.02107,72.515597
S-001376,Stop 01376,R-0085,3,23.034222,72.520146
S-001377,Stop 01377,R-0085,4,23.040437,72.523897
S-001378,Stop 01378,R-0085,5,23.048202,72.525646
S-001379,Stop 01379,R-0085,6,23.05659,72.525456
S-001380,Stop 01380,R-0085,7,23.063894,72.534284
S-001381,Stop 01381,R-0085,8,23.068489,72.530399
S-001382,Stop 01382,R-0085,9,23.075841,72.53505
S-001383,Stop 01383,R-0085,10,23.088424,72.543415
S-001384,Stop 01384,R-0085,11,23.092697,72.543668
S-001385,Stop 01385,R-0085,12,23.10009,72.546424
S-001386,Stop 01386,R-0085,13,23.111675,72.547794
S-001387,Stop 01387,R-0085,14,23.111945,72.552354
S-001388,Stop 01388,R-0085,15,23.120976,72.556666
S-001389,Stop 01389,R-0085,16,23.135078,72.55849
S-001390,Stop 01390,R-0085,17,23.142,72.563527
S-001391,Stop 01391,R-0085,18,23.146023,72.569908
S-001392,Stop 01392,R-0085,19,23.158386,72.571177
S-001393,Stop 01393,R-0086,1,23.160308,72.784148
S-001394,Stop 01394,R-0086,2,23.159666,72.763643
S-001395,Stop 01395,R-0086,3,23.146733,72.754324
S-001396,Stop 01396,R-0086,4,23.133659,72.741815
S-001397,Stop 01397,R-0086,5,23.126404,72.726923
S-001398,Stop 01398,R-0086,6,23.118667,72.713736
S-001399,Stop 01399,R-0086,7,23.113628,72.696361
S-001400,Stop 01400,R-0086,8,23.098536,72.685046
S-001401,Stop 01401,R-0086,9,23.088058,72.666584
S-001402,Stop 01402,R-0086,10,23.085626,72.654462
S-001403,Stop 01403,R-0086,11,23.074801,72.642983
S-001404,Stop 01404,R-0086,12,23.067917,72.62416
S-001405,Stop 01405,R-0086,13,23.051987,72.611908
S-001406,Stop 01406,R-0086,14,23.044475,72.598718
S-001407,Stop 01407,R-0086,15,23.03492,72.588431
S-001408,Stop 01408,R-0086,16,23.025897,72.572612
S-001409,Stop 01409,R-0086,17,23.022752,72.557974
S-001410,Stop 01410,R-0086,18,23.010932,72.550177
S-001411,Stop 01411,R-0086,19,23.000142,72.52854
S-001412,Stop 01412,R-0086,20,22.987173,72.520158
S-001413,Stop 01413,R-0086,21,22.984501,72.508464
S-001414,Stop 01414,R-0087,1,23.043679,72.802236
S-001415,Stop 01415,R-0087,2,23.049263,72.802644
S-001416,Stop 01416,R-0087,3,23.059774,72.788825
S-001417,Stop 01417,R-0087,4,23.069486,72.788537
S-001418,Stop 01418,R-0087,5,23.078471,72.779348
S-001419,Stop 01419,R-0087,6,23.081426,72.774162
S-001420,Stop 01420,R-0087,7,23.091296,72.772228
S-001421,Stop 01421,R-0087,8,23.091008,72.770716
S-001422,Stop 01422,R-0087,9,23.09988,72.759615
S-001423,Stop 01423,R-0087,10,23.10745,72.755067
S-001424,Stop 01424,R-0088,1,22.968114,72.780319
S-001425,Stop 01425,R-0088,2,22.967904,72.770965
S-001426,Stop 01426,R-0088,3,22.977575,72.766098
S-001427,Stop 01427,R-0088,4,22.973722,72.759629
S-001428,Stop 01428,R-0088,5,22.983866,72.756645
S-001429,Stop 01429,R-0088,6,22.979114,72.750133
S-001430,Stop 01430,R-0088,7,22.986827,72.745004
S-001431,Stop 01431,R-0088,8,22.989329,72.738368
S-001432,Stop 01432,R-0088,9,22.993257,72.730719
S-001433,Stop 01433,R-0089,1,23.123598,72.629588
S-001434,Stop 01434,R-0089,2,23.118958,72.629065
S-001435,Stop 01435,R-0089,3,23.121467,72.626213
S-001436,Stop 01436,R-0089,4,23.116732,72.628558
S-001437,Stop 01437,R-0089,5,23.123492,72.623358
S-001438,Stop 01438,R-0089,6,23.118058,72.626015
S-001439,Stop 01439,R-0089,7,23.12135,72.624253
S-001440,Stop 01440,R-0089,8,23.121309,72.620999
S-001441,Stop 01441,R-0089,9,23.120695,72.624652
S-001442,Stop 01442,R-0089,10,23.118289,72.62331
S-001443,Stop 01443,R-0089,11,23.117083,72.615897
